Timestamp,my-wallet-n-users
2014-07-22 00:00:00,1887510
2014-08-05 00:00:00,1970816
2014-08-19 00:00:00,2049465
2014-09-02 00:00:00,2125124
2014-09-16 00:00:00,2203182
2014-09-30 00:00:00,2271978
2014-10-14 00:00:00,2342157
2014-10-28 00:00:00,2412721
2014-11-11 00:00:00,2482915
2014-11-25 00:00:00,2554674
2014-12-09 00:00:00,2623710
2014-12-23 00:00:00,2690142
2015-01-06 00:00:00,2747920
2015-01-20 00:00:00,2815937
2015-02-03 00:00:00,2884217
2015-02-17 00:00:00,2963555
2015-03-03 00:00:00,3044636
2015-03-17 00:00:00,3112613
2015-03-31 00:00:00,3177707
2015-04-14 00:00:00,3250058
2015-04-28 00:00:00,3320401
2015-05-12 00:00:00,3391659
2015-05-26 00:00:00,3467023
2015-06-09 00:00:00,3540083
2015-06-23 00:00:00,3619636
2015-07-07 00:00:00,3709806
2015-07-21 00:00:00,3833426
2015-08-04 00:00:00,3926950
2015-08-18 00:00:00,4017248
2015-09-01 00:00:00,4159985
2015-09-15 00:00:00,4259086
2015-09-29 00:00:00,4362605
2015-10-13 00:00:00,4516989
2015-10-27 00:00:00,4642084
2015-11-10 00:00:00,4804531
2015-11-24 00:00:00,4956487
2015-12-08 00:00:00,5132084
2015-12-22 00:00:00,5330509
2016-01-05 00:00:00,5494195
2016-01-19 00:00:00,5748099
2016-02-02 00:00:00,5911166
2016-02-16 00:00:00,6071809
2016-03-01 00:00:00,6243315
2016-03-15 00:00:00,6444611
2016-03-29 00:00:00,6612101
2016-04-12 00:00:00,6810402
2016-04-26 00:00:00,6968497
2016-05-10 00:00:00,7171822
2016-05-24 00:00:00,7346565
2016-06-07 00:00:00,7536971
2016-06-21 00:00:00,7692841
2016-07-05 00:00:00,7846764
2016-07-19 00:00:00,8003788
2016-08-02 00:00:00,8156634
2016-08-16 00:00:00,8325833
2016-08-30 00:00:00,8504950
2016-09-13 00:00:00,8695382
2016-09-27 00:00:00,8902585
2016-10-11 00:00:00,9145528
2016-10-25 00:00:00,9394920
2016-11-08 00:00:00,9697458
2016-11-22 00:00:00,10049437
2016-12-06 00:00:00,10425918
2016-12-20 00:00:00,10751122
2017-01-03 00:00:00,11037425
2017-01-17 00:00:00,11375964
2017-01-31 00:00:00,11676600
2017-02-14 00:00:00,11987965
2017-02-28 00:00:00,12309173
2017-03-14 00:00:00,12581602
2017-03-28 00:00:00,12836242
2017-04-11 00:00:00,13078292
2017-04-25 00:00:00,13313643
2017-05-09 00:00:00,13587310
2017-05-23 00:00:00,13948531
2017-06-06 00:00:00,14345800
2017-06-20 00:46:28,14688367
2017-06-23 18:06:10,14789322
2017-06-27 20:06:04,14885151
2017-07-02 16:02:45,15003015
2017-07-06 04:24:23,15093905
2017-07-10 06:24:26,15198322
2017-08-01 15:12:36,15686764
2017-08-05 17:12:36,15770223
2017-08-09 19:12:58,15868134
2017-08-13 21:13:39,15967771
2017-08-17 23:13:53,16093158
2017-08-21 19:55:43,16203923
2017-08-24 19:34:15,16285960
2017-08-28 21:34:24,16396136
2017-09-01 15:42:11,16507629
2017-09-05 17:41:41,16633880
2017-09-09 14:47:56,16746608
2017-09-12 10:57:58,16819865
2017-09-15 10:51:34,16896609
2017-09-24 10:13:08,17109469
2017-09-27 22:55:48,17191431
2017-09-30 11:18:58,17246293
2017-10-03 10:41:40,17312457
2017-10-07 15:28:24,17404506
2017-10-11 00:14:59,17486941
2017-10-14 08:36:22,17595050
2017-10-18 10:36:21,17724522
2017-10-22 12:20:46,17868013
2017-10-26 02:43:35,17996814
2017-10-29 17:54:01,18107092
2017-11-02 19:54:03,18292760
2017-11-06 15:20:35,18435363
2017-11-10 13:59:22,18584907
2017-11-13 15:42:29,18692769
2017-11-17 17:42:33,18832344
2017-11-21 03:52:16,18948510
2017-11-25 05:52:24,19090935
2017-11-29 02:24:28,19284089
2017-12-03 01:47:34,19565470
2017-12-06 06:17:57,19763633
2017-12-09 10:52:08,20079390
2017-12-13 04:02:58,20390317
2017-12-17 06:03:15,20693380
2017-12-21 06:18:54,20997662
2017-12-25 01:00:28,21218301
2017-12-29 03:00:36,21400134
2018-01-02 02:11:32,21539833
2018-01-06 04:11:36,21747072
2018-01-10 06:01:31,21942468
2018-01-13 12:06:26,22094305
2018-01-17 14:06:36,22258673
2018-01-21 16:06:23,22408411
2018-01-24 13:09:08,22497044
2018-01-28 15:08:32,22619304
2018-02-01 17:08:30,22745401
2018-02-05 19:08:46,22847667
2018-02-09 21:09:35,22946498
2018-02-13 23:09:35,23038728
2018-02-17 15:23:47,23120002
2018-02-21 15:15:23,23213529
2018-02-25 17:15:27,23297610
2018-03-01 19:15:28,23389749
2018-03-05 21:16:24,23473433
2018-03-09 23:16:22,23553821
2018-03-14 01:16:03,23628176
2018-03-18 03:16:43,23708988
2018-03-21 23:13:21,23776420
2018-03-26 01:13:04,23847357
2018-03-29 21:40:41,23920539
2018-04-02 23:40:43,23986750
2018-04-06 23:57:49,24052543
2018-04-11 01:57:17,24115134
2018-04-14 16:06:37,24173660
2018-04-18 18:06:36,24241605
2018-04-22 20:06:35,24312256
2018-04-26 22:06:31,24387017
2018-05-04 15:40:42,24557052
2018-05-08 17:40:38,24630564
2018-05-12 19:39:50,24704532
2018-05-16 21:39:51,24773362
2018-05-20 23:39:54,24840357
2018-05-24 19:48:01,24913162
2018-05-28 21:48:06,24978971
2018-06-01 23:48:01,25065599
2018-06-06 01:47:49,25148027
2018-06-10 03:48:32,25223119
2018-06-14 05:48:39,25294827
2018-06-18 07:48:35,25366889
2018-06-22 04:16:20,25450751
2018-06-26 05:32:16,25577537
2018-06-29 16:21:24,25727228
2018-07-03 18:21:43,25866414
2018-07-07 20:22:17,26027892
2018-07-11 18:37:18,26155626
2018-07-15 20:37:21,26280079
2018-07-19 22:37:22,26402293
2018-07-23 21:48:44,26612151
2018-07-27 23:48:48,26803987
2018-07-31 23:54:36,26984738
2018-08-05 01:54:21,27204422
2018-08-08 09:54:32,27395102
2018-08-08 23:54:32,27418430
2018-08-09 13:54:32,27463785
2018-08-10 03:54:32,27490882
2018-08-10 17:54:32,27541358
2018-08-11 07:54:32,27566714
2018-08-11 21:54:32,27599581
2018-08-12 11:54:32,27621379
2018-08-13 01:54:32,27628301
2018-08-13 15:54:32,27652104
2018-08-14 05:54:32,27668860
2018-08-14 19:54:32,27682322
2018-08-15 09:54:32,27707212
2018-08-15 23:54:32,27723977
2018-08-16 13:54:32,27745909
2018-08-17 03:54:32,27763679
2018-08-17 17:54:32,27780989
2018-08-18 07:54:32,27792178
2018-08-18 21:54:32,27807578
2018-08-19 11:54:32,27821517
2018-08-20 01:54:32,27836591
2018-08-20 15:54:32,27854758
2018-08-21 05:54:32,27862825
2018-08-21 19:54:32,27875010
2018-08-22 09:54:32,27887945
2018-08-22 23:54:32,27899774
2018-08-23 13:54:32,27910696
2018-08-24 03:54:32,27923509
2018-08-24 17:54:32,27942213
2018-08-25 07:54:32,27953017
2018-08-25 21:54:32,27964375
2018-08-26 11:54:32,27972635
2018-08-27 01:54:32,27986176
2018-08-27 15:54:32,28003510
2018-08-28 05:54:32,28016592
2018-08-28 19:54:32,28034898
2018-08-29 09:54:32,28051278
2018-08-29 23:54:32,28062644
2018-08-30 13:54:32,28079069
2018-08-31 03:54:32,28093491
2018-08-31 17:54:32,28105462
2018-09-01 07:54:32,28118535
2018-09-01 21:54:32,28134322
2018-09-02 11:54:32,28146023
2018-09-03 01:54:32,28169367
2018-09-03 15:54:32,28191701
2018-09-04 05:54:32,28204944
2018-09-04 19:54:32,28221242
2018-09-05 09:54:32,28232017
2018-09-05 23:54:32,28247479
2018-09-06 13:54:32,28263169
2018-09-07 03:54:32,28272498
2018-09-07 17:54:32,28293974
2018-09-08 07:54:32,28307897
2018-09-08 21:54:32,28316824
2018-09-09 11:54:32,28335693
2018-09-10 01:54:32,28347198
2018-09-10 15:54:32,28362032
2018-09-11 05:54:32,28369956
2018-09-11 19:54:32,28389175
2018-09-12 09:54:32,28405910
2018-09-12 23:54:32,28417954
2018-09-13 13:54:32,28428493
2018-09-14 03:54:32,28439421
2018-09-14 17:54:32,28453522
2018-09-15 07:54:32,28465338
2018-09-15 21:54:32,28483576
2018-09-16 11:54:32,28493640
2018-09-17 01:54:32,28510991
2018-09-17 15:54:32,28524387
2018-09-18 05:54:32,28547101
2018-09-18 19:54:32,28558403
2018-09-19 09:54:32,28578862
2018-09-19 23:54:32,28597622
2018-09-20 13:54:32,28621807
2018-09-21 03:54:32,28636779
2018-09-21 17:54:32,28651311
2018-09-22 07:54:32,28667671
2018-09-22 21:54:32,28682122
2018-09-23 11:54:32,28695262
2018-09-24 01:54:32,28705663
2018-09-24 15:54:32,28719353
2018-09-25 05:54:32,28730994
2018-09-25 19:54:32,28754595
2018-09-26 09:54:32,28769069
2018-09-26 23:54:32,28787814
2018-09-27 13:54:32,28803672
2018-09-28 03:54:32,28821750
2018-09-28 17:54:32,28837177
2018-09-29 07:54:32,28850285
2018-09-29 21:54:32,28869795
2018-09-30 11:54:32,28882247
2018-10-01 01:54:32,28893154
2018-10-01 15:54:32,28916910
2018-10-02 05:54:32,28930037
2018-10-02 19:54:32,28942535
2018-10-03 09:54:32,28953426
2018-10-03 23:54:32,28964820
2018-10-04 13:54:32,28985810
2018-10-05 03:54:32,28999266
2018-10-05 17:54:32,29016894
2018-10-06 07:54:32,29035110
2018-10-06 21:54:32,29054029
2018-10-07 11:54:32,29069101
2018-10-08 01:54:32,29090697
2018-10-08 15:54:32,29106283
2018-10-09 05:54:32,29119246
2018-10-09 19:54:32,29130908
2018-10-10 09:54:32,29143292
2018-10-10 23:54:32,29167077
2018-10-11 13:54:32,29179597
2018-10-12 03:54:32,29200751
2018-10-12 17:54:32,29218709
2018-10-13 07:54:32,29226740
2018-10-13 21:54:32,29240192
2018-10-14 11:54:32,29250500
2018-10-15 01:54:32,29263528
2018-10-15 15:54:32,29283371
2018-10-16 05:54:32,29302071
2018-10-16 19:54:32,29323774
2018-10-17 09:54:32,29334632
2018-10-17 23:54:32,29349755
2018-10-18 13:54:32,29369626
2018-10-19 03:54:32,29381766
2018-10-19 17:54:32,29403288
2018-10-20 07:54:32,29413866
2018-10-20 21:54:32,29439545
2018-10-21 11:54:32,29448174
2018-10-22 01:54:32,29476908
2018-10-22 15:54:32,29493113
2018-10-23 05:54:32,29510311
2018-10-23 19:54:32,29532610
2018-10-24 09:54:32,29550182
2018-10-24 23:54:32,29563282
2018-10-25 13:54:32,29580069
2018-10-26 03:54:32,29603039
2018-10-26 17:54:32,29620226
2018-10-27 07:54:32,29639669
2018-10-27 21:54:32,29659207
2018-10-28 11:54:32,29669649
2018-10-29 01:54:32,29680311
2018-10-29 15:54:32,29697548
2018-10-30 05:54:32,29714480
2018-10-30 19:54:32,29737907
2018-10-31 09:54:32,29755726
2018-10-31 23:54:32,29779040
2018-11-01 13:54:32,29790877
2018-11-02 03:54:32,29812097
2018-11-02 17:54:32,29839110
2018-11-03 07:54:32,29846537
2018-11-03 21:54:32,29871910
2018-11-04 11:54:32,29880952
2018-11-05 01:54:32,29893123
2018-11-05 15:54:32,29911004
2018-11-06 05:54:32,29927204
2018-11-06 19:54:32,29957990
2018-11-07 09:54:32,29992354
2018-11-07 23:54:32,30031462
2018-11-08 13:54:32,30077554
2018-11-09 03:54:32,30123468
2018-11-09 17:54:32,30164945
2018-11-10 07:54:32,30186893
2018-11-10 21:54:32,30228506
2018-11-11 11:54:32,30252409
2018-11-12 01:54:32,30287594
2018-11-12 15:54:32,30314311
2018-11-13 05:54:32,30340381
2018-11-13 19:54:32,30370098
2018-11-14 09:54:32,30402217
2018-11-14 23:54:32,30431545
2018-11-15 13:54:32,30484071
2018-11-16 03:54:32,30507901
2018-11-16 17:54:32,30547297
2018-11-17 07:54:32,30571025
2018-11-17 21:54:32,30589369
2018-11-18 11:54:32,30622107
2018-11-19 01:54:32,30638824
2018-11-19 15:54:32,30667943
2018-11-20 05:54:32,30696672
2018-11-20 19:54:32,30733701
2018-11-21 09:54:32,30781813
2018-11-21 23:54:32,30805553
2018-11-22 13:54:32,30839596
2018-11-23 03:54:32,30861428
2018-11-23 17:54:32,30887305
2018-11-24 07:54:32,30911320
2018-11-24 21:54:32,30932747
2018-11-25 11:54:32,30950004
2018-11-26 01:54:32,30969627
2018-11-26 15:54:32,30995269
2018-11-27 05:54:32,31019559
2018-11-27 19:54:32,31043047
2018-11-28 09:54:32,31069280
2018-11-28 23:54:32,31094364
2018-11-29 13:54:32,31109185
2018-11-30 03:54:32,31122710
2018-11-30 17:54:32,31137332
2018-12-01 07:54:32,31148489
2018-12-01 21:54:32,31161278
2018-12-02 11:54:32,31179224
2018-12-03 01:54:32,31194550
2018-12-03 15:54:32,31215210
2018-12-04 05:54:32,31223187
2018-12-04 19:54:32,31243161
2018-12-05 09:54:32,31262139
2018-12-05 23:54:32,31276102
2018-12-06 13:54:32,31295678
2018-12-07 03:54:32,31302897
2018-12-07 17:54:32,31328447
2018-12-08 07:54:32,31336330
2018-12-08 21:54:32,31358366
2018-12-09 11:54:32,31368878
2018-12-10 01:54:32,31378935
2018-12-10 15:54:32,31390459
2018-12-11 05:54:32,31401643
2018-12-11 19:54:32,31415099
2018-12-12 09:54:32,31429407
2018-12-12 23:54:32,31443943
2018-12-13 13:54:32,31470488
2018-12-14 03:54:32,31479846
2018-12-14 17:54:32,31496427
2018-12-15 07:54:32,31506165
2018-12-15 21:54:32,31528674
2018-12-16 11:54:32,31543382
2018-12-17 01:54:32,31553828
2018-12-17 15:54:32,31564463
2018-12-18 05:54:32,31585141
2018-12-18 19:54:32,31600471
2018-12-19 09:54:32,31618557
2018-12-19 23:54:32,31631229
2018-12-20 13:54:32,31642417
2018-12-21 03:54:32,31650899
2018-12-21 17:54:32,31663887
2018-12-22 07:54:32,31674618
2018-12-22 21:54:32,31692137
2018-12-23 11:54:32,31710311
2018-12-24 01:54:32,31724753
2018-12-24 15:54:32,31747538
2018-12-25 05:54:32,31753828
2018-12-25 19:54:32,31765705
2018-12-26 09:54:32,31774767
2018-12-26 23:54:32,31794835
2018-12-27 13:54:32,31817708
2018-12-28 03:54:32,31828699
2018-12-28 17:54:32,31838496
2018-12-29 07:54:32,31847496
2018-12-29 21:54:32,31857891
2018-12-30 11:54:32,31879953
2018-12-31 01:54:32,31886235
2018-12-31 15:54:32,31906385
2019-01-01 05:54:32,31915864
2019-01-01 19:54:32,31925191
2019-01-02 09:54:32,31931109
2019-01-02 23:54:32,31955907
2019-01-03 13:54:32,31969197
2019-01-04 03:54:32,31983139
2019-01-04 17:54:32,32075490
2019-01-05 07:54:32,32118203
2019-01-05 21:54:32,32127367
2019-01-06 11:54:32,32136516
2019-01-07 01:54:32,32143141
2019-01-07 15:54:32,32167512
2019-01-08 05:54:32,32180623
2019-01-08 19:54:32,32196524
2019-01-09 09:54:32,32205068
2019-01-09 23:54:32,32218090
2019-01-10 13:54:32,32237325
2019-01-11 03:54:32,32256440
2019-01-11 17:54:32,32265548
2019-01-12 07:54:32,32274243
2019-01-12 21:54:32,32299973
2019-01-13 11:54:32,32311110
2019-01-14 01:54:32,32317279
2019-01-14 15:54:32,32340470
2019-01-15 05:54:32,32354907
2019-01-15 19:54:32,32371819
2019-01-16 09:54:32,32418226
2019-01-16 23:54:32,32443954
2019-01-17 13:54:32,32460799
2019-01-18 03:54:32,32469793
2019-01-18 17:54:32,32481287
2019-01-19 07:54:32,32497585
2019-01-19 21:54:32,32512090
2019-01-20 11:54:32,32527239
2019-01-21 01:54:32,32551555
2019-01-21 15:54:32,32565008
2019-01-22 05:54:32,32573283
2019-01-22 19:54:32,32584478
2019-01-23 09:54:32,32594221
2019-01-23 23:54:32,32613257
2019-01-24 13:54:32,32628373
2019-01-25 03:54:32,32652297
2019-01-25 17:54:32,32662113
2019-01-26 07:54:32,32671876
2019-01-26 21:54:32,32688146
2019-01-27 11:54:32,32704263
2019-01-28 01:54:32,32721256
2019-01-28 15:54:32,32735858
2019-01-29 05:54:32,32759063
2019-01-29 19:54:32,32778119
2019-01-30 09:54:32,32808338
2019-01-30 23:54:32,32822187
2019-01-31 13:54:32,32837085
2019-02-01 03:54:32,32865601
2019-02-01 17:54:32,32872051
2019-02-02 07:54:32,32897305
2019-02-02 21:54:32,32919912
2019-02-03 11:54:32,32938852
2019-02-04 01:54:32,32953469
2019-02-04 15:54:32,32976665
2019-02-05 05:54:32,32982308
2019-02-05 19:54:32,33001911
2019-02-06 09:54:32,33012933
2019-02-06 23:54:32,33032699
2019-02-07 13:54:32,33055203
2019-02-08 03:54:32,33064378
2019-02-08 17:54:32,33092413
2019-02-09 07:54:32,33104923
2019-02-09 21:54:32,33121583
2019-02-10 11:54:32,33132566
2019-02-11 01:54:32,33145104
2019-02-11 15:54:32,33168131
2019-02-12 05:54:32,33181316
2019-02-12 19:54:32,33194631
2019-02-13 09:54:32,33202481
2019-02-13 23:54:32,33219622
2019-02-14 13:54:32,33243904
2019-02-15 03:54:32,33253739
2019-02-15 17:54:32,33266243
2019-02-16 07:54:32,33272372
2019-02-16 21:54:32,33294132
2019-02-17 11:54:32,33310239
2019-02-18 01:54:32,33321937
2019-02-18 15:54:32,33339964
2019-02-19 05:54:32,33358321
2019-02-19 19:54:32,33382083
2019-02-20 09:54:32,33401216
2019-02-20 23:54:32,33419367
2019-02-21 13:54:32,33436941
2019-02-22 03:54:32,33481781
2019-02-22 17:54:32,33503570
2019-02-23 07:54:32,33529882
2019-02-23 21:54:32,33549518
2019-02-24 11:54:32,33576732
2019-02-25 01:54:32,33590954
2019-02-25 15:54:32,33611689
2019-02-26 05:54:32,33636482
2019-02-26 19:54:32,33668186
2019-02-27 09:54:32,33694547
2019-02-27 23:54:32,33733170
2019-02-28 13:54:32,33780967
2019-03-01 03:54:32,33798414
2019-03-01 17:54:32,33840798
2019-03-02 07:54:32,33862931
2019-03-02 21:54:32,33883297
2019-03-03 11:54:32,33895276
2019-03-04 01:54:32,33901620
2019-03-04 15:54:32,33919680
2019-03-05 05:54:32,33935919
2019-03-05 19:54:32,33949463
2019-03-06 09:54:32,33965310
2019-03-06 23:54:32,33983677
2019-03-07 13:54:32,34006093
2019-03-08 03:54:32,34026470
2019-03-08 17:54:32,34035621
2019-03-09 07:54:32,34044850
2019-03-09 21:54:32,34061861
2019-03-10 11:54:32,34080131
2019-03-11 01:54:32,34087548
2019-03-11 15:54:32,34096856
2019-03-12 05:54:32,34109774
2019-03-12 19:54:32,34127053
2019-03-13 09:54:32,34140521
2019-03-13 23:54:32,34160884
2019-03-14 13:54:32,34179281
2019-03-15 03:54:32,34187178
2019-03-15 17:54:32,34201486
2019-03-16 07:54:32,34212685
2019-03-16 21:54:32,34223905
2019-03-17 11:54:32,34234548
2019-03-18 01:54:32,34260767
2019-03-18 15:54:32,34289076
2019-03-19 05:54:32,34302755
2019-03-19 19:54:32,34319956
2019-03-20 09:54:32,34332751
2019-03-20 23:54:32,34344857
2019-03-21 13:54:32,34369702
2019-03-22 03:54:32,34381875
2019-03-22 17:54:32,34395039
2019-03-23 07:54:32,34406099
2019-03-23 21:54:32,34420035
2019-03-24 11:54:32,34427567
2019-03-25 01:54:32,34440956
2019-03-25 15:54:32,34456565
2019-03-26 05:54:32,34476794
2019-03-26 19:54:32,34487434
2019-03-27 09:54:32,34501495
2019-03-27 23:54:32,34518557
2019-03-28 13:54:32,34538449
2019-03-29 03:54:32,34555934
2019-03-29 17:54:32,34579239
2019-03-30 07:54:32,34596866
2019-03-30 21:54:32,34627637
2019-03-31 11:54:32,34648863
2019-04-01 01:54:32,34667329
2019-04-01 15:54:32,34695663
2019-04-02 05:54:32,34722944
2019-04-02 19:54:32,34783128
2019-04-03 09:54:32,34812130
2019-04-03 23:54:32,34845001
2019-04-04 13:54:32,34880081
2019-04-05 03:54:32,34897352
2019-04-05 17:54:32,34934498
2019-04-06 07:54:32,34947189
2019-04-06 21:54:32,34973552
2019-04-07 11:54:32,34993614
2019-04-08 01:54:32,35018635
2019-04-08 15:54:32,35060171
2019-04-09 05:54:32,35103991
2019-04-09 19:54:32,35179532
2019-04-10 09:54:32,35232412
2019-04-10 23:54:32,35273143
2019-04-11 13:54:32,35316460
2019-04-12 03:54:32,35339736
2019-04-12 17:54:32,35379002
2019-04-13 07:54:32,35389115
2019-04-13 21:54:32,35417184
2019-04-14 11:54:32,35442101
2019-04-15 01:54:32,35463346
2019-04-15 15:54:32,35494538
2019-04-16 05:54:32,35517163
2019-04-16 19:54:32,35542072
2019-04-17 09:54:32,35567392
2019-04-17 23:54:32,35606050
2019-04-18 13:54:32,35648587
2019-04-19 03:54:32,35680549
2019-04-19 17:54:32,35729730
2019-04-20 07:54:32,35752918
2019-04-20 21:54:32,35789267
2019-04-21 11:54:32,35813928
2019-04-22 01:54:32,35845342
2019-04-22 15:54:32,35874712
2019-04-23 05:54:32,35922952
2019-04-23 19:54:32,35995802
2019-04-24 09:54:32,36036958
2019-04-24 23:54:32,36102750
2019-04-25 13:54:32,36158919
2019-04-26 03:54:32,36206706
2019-04-26 17:54:32,36271812
2019-04-27 07:54:32,36315605
2019-04-27 21:54:32,36376473
2019-04-28 11:54:32,36401878
2019-04-29 01:54:32,36465812
2019-04-29 15:54:32,36533126
2019-04-30 05:54:32,36579382
2019-04-30 19:54:32,36646882
2019-05-01 09:54:32,36684160
2019-05-01 23:54:32,36740759
2019-05-02 13:54:32,36772309
2019-05-03 03:54:32,36831277
2019-05-03 17:54:32,36904629
2019-05-04 07:54:32,36928545
2019-05-04 21:54:32,36995377
2019-05-05 11:54:32,37028473
2019-05-06 01:54:32,37087709
2019-05-06 15:54:32,37151460
2019-05-07 05:54:32,37194269
2019-05-07 19:54:32,37270408
2019-05-08 09:54:32,37312686
2019-05-08 23:54:32,37371043
2019-05-09 13:54:32,37407949
2019-05-10 03:54:32,37453552
2019-05-10 17:54:32,37496775
2019-05-11 07:54:32,37525865
2019-05-11 21:54:32,37577353
2019-05-12 11:54:32,37606748
2019-05-13 01:54:32,37651694
2019-05-13 15:54:32,37705522
2019-05-14 05:54:32,37737816
2019-05-14 19:54:32,37796874
2019-05-15 09:54:32,37835748
2019-05-15 23:54:32,37883965
2019-05-16 13:54:32,37910385
2019-05-17 03:54:32,37947691
2019-05-17 17:54:32,37984542
2019-05-18 07:54:32,38021565
2019-05-18 21:54:32,38065417
2019-05-19 11:54:32,38100124
2019-05-20 01:54:32,38139223
2019-05-20 15:54:32,38204727
2019-05-21 05:54:32,38220876
2019-05-21 19:54:32,38278908
2019-05-22 09:54:32,38307018
2019-05-22 23:54:32,38356397
2019-05-23 13:54:32,38391976
2019-05-24 03:54:32,38423181
2019-05-24 17:54:32,38459166
2019-05-25 07:54:32,38500044
2019-05-25 21:54:32,38532755
2019-05-26 11:54:32,38557767
2019-05-27 01:54:32,38589792
2019-05-27 15:54:32,38644407
2019-05-28 05:54:32,38671249
2019-05-28 19:54:32,38718151
2019-05-29 09:54:32,38757603
2019-05-29 23:54:32,38799864
2019-05-30 13:54:32,38843700
2019-05-31 03:54:32,38863173
2019-05-31 17:54:32,38891124
2019-06-01 07:54:32,38919827
2019-06-01 21:54:32,38949291
2019-06-02 11:54:32,38962792
2019-06-03 01:54:32,38989921
2019-06-03 15:54:32,39014882
2019-06-04 05:54:32,39051608
2019-06-04 19:54:32,39072961
2019-06-05 09:54:32,39094131
2019-06-05 23:54:32,39123281
2019-06-06 13:54:32,39147033
2019-06-07 03:54:32,39167819
2019-06-07 17:54:32,39193769
2019-06-08 07:54:32,39212746
2019-06-08 21:54:32,39228975
2019-06-09 11:54:32,39244468
2019-06-10 01:54:32,39258189
2019-06-10 15:54:32,39288777
2019-06-11 05:54:32,39309761
2019-06-11 19:54:32,39333621
2019-06-12 09:54:32,39364135
2019-06-12 23:54:32,39383710
2019-06-13 13:54:32,39407974
2019-06-14 03:54:32,39441276
2019-06-14 17:54:32,39465906
2019-06-15 07:54:32,39484147
2019-06-15 21:54:32,39502962
2019-06-16 11:54:32,39515478
2019-06-17 01:54:32,39542281
2019-06-17 15:54:32,39565042
2019-06-18 05:54:32,39584604
2019-06-18 19:54:32,39606770
2019-06-19 09:54:32,39621945
2019-06-19 23:54:32,39662919
2019-06-20 13:54:32,39706761
2019-06-21 03:54:32,39726230
2019-06-21 17:54:32,39751949
2019-06-22 07:54:32,39776827
2019-06-22 21:54:32,39807008
2019-06-23 11:54:32,39828832
2019-06-24 01:54:32,39846905
2019-06-24 15:54:32,39874981
2019-06-25 05:54:32,39905434
2019-06-25 19:54:32,39928935
2019-06-26 09:54:32,39950040
2019-06-26 23:54:32,39976932
2019-06-27 13:54:32,39991499
2019-06-28 03:54:32,40017548
2019-06-28 17:54:32,40037636
2019-06-29 07:54:32,40050566
2019-06-29 21:54:32,40067178
2019-06-30 11:54:32,40078691
2019-07-01 01:54:32,40093223
2019-07-01 15:54:32,40111836
2019-07-02 05:54:32,40122247
2019-07-02 19:54:32,40140698
2019-07-03 09:54:32,40152616
2019-07-03 23:54:32,40167671
2019-07-04 13:54:32,40180069
2019-07-05 03:54:32,40202103
2019-07-05 17:54:32,40218259
2019-07-06 07:54:32,40231394
2019-07-06 21:54:32,40243498
2019-07-07 11:54:32,40254690
2019-07-08 01:54:32,40269000
2019-07-08 15:54:32,40283333
2019-07-09 05:54:32,40296892
2019-07-09 19:54:32,40316360
2019-07-10 09:54:32,40345619
2019-07-10 23:54:32,40364144
2019-07-11 13:54:32,40376174
2019-07-12 03:54:32,40391193
